"year","departamento","codigo","diagnostico","total","Mujer1","Hombre1","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre"
2012,"JALAPA","N:76","Otras afecciones inflamatorias de la vagina y de la vulva"," 2,344   "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," 59   "," -     "," 291   "," -     "," 478   "," -     "," 432   "," -     "," 361   "," -     "," 268   "," -     "," 191   "," -     "," 104   "," -     "," 60   "," -     "," 35   "," -     "," 26   "," -     "," 18   "," -     "," 21   "," -     "
2012,"JALAPA","D:64","Otras anemias"," 2,316   "," 2   "," 1   "," 1   "," -     "," 15   "," 10   "," 71   "," 54   "," 125   "," 78   "," 215   "," 105   "," 253   "," 39   "," 235   "," 27   "," 212   "," 29   "," 159   "," 25   "," 142   "," 11   "," 90   "," 13   "," 82   "," 16   "," 38   "," 13   "," 42   "," 11   "," 40   "," 19   "," 30   "," 13   "," 58   "," 42   "
2012,"JALAPA","A:04","Otras infecciones intestinales bacterianas"," 2,237   "," 2   "," 3   "," 6   "," 2   "," 172   "," 191   "," 383   "," 418   "," 109   "," 113   "," 68   "," 57   "," 66   "," 18   "," 84   "," 31   "," 60   "," 14   "," 54   "," 21   "," 55   "," 24   "," 37   "," 19   "," 38   "," 18   "," 23   "," 10   "," 15   "," 13   "," 26   "," 16   "," 12   "," 13   "," 28   "," 18   "
2012,"JUTIAPA","J:00","Rinofaringitis aguda [resfriado común]"," 81,920   "," 380   "," 399   "," 708   "," 735   "," 6,008   "," 5,990   "," 12,870   "," 12,940   "," 6,042   "," 5,495   "," 3,062   "," 2,260   "," 2,707   "," 1,015   "," 2,774   "," 752   "," 2,354   "," 575   "," 1,852   "," 464   "," 1,670   "," 466   "," 1,437   "," 428   "," 1,075   "," 357   "," 1,050   "," 398   "," 844   "," 456   "," 826   "," 410   "," 683   "," 336   "," 1,219   "," 883   "
2012,"JUTIAPA","N:39","Otros trastornos del sistema urinario"," 44,671   "," 13   "," 12   "," 32   "," 27   "," 453   "," 398   "," 2,062   "," 1,586   "," 1,718   "," 1,030   "," 1,755   "," 701   "," 4,130   "," 666   "," 5,040   "," 699   "," 4,348   "," 593   "," 3,565   "," 552   "," 3,065   "," 530   "," 2,242   "," 494   "," 1,663   "," 417   "," 1,334   "," 390   "," 1,053   "," 384   "," 862   "," 428   "," 637   "," 292   "," 878   "," 622   "
2012,"JUTIAPA","K:29","Gastritis y duodenitis"," 33,620   "," 2   "," 1   "," 1   "," 2   "," 22   "," 30   "," 131   "," 120   "," 300   "," 198   "," 951   "," 390   "," 2,333   "," 560   "," 3,138   "," 656   "," 2,983   "," 626   "," 2,909   "," 608   "," 2,758   "," 644   "," 2,204   "," 556   "," 1,972   "," 518   "," 1,644   "," 541   "," 1,355   "," 428   "," 1,208   "," 410   "," 922   "," 402   "," 1,333   "," 764   "
2012,"JUTIAPA","J:03","Amigdalitis aguda"," 28,981   "," 44   "," 35   "," 70   "," 72   "," 1,016   "," 1,114   "," 3,654   "," 3,936   "," 2,217   "," 2,232   "," 1,358   "," 1,156   "," 1,274   "," 615   "," 1,426   "," 524   "," 1,265   "," 395   "," 1,125   "," 314   "," 879   "," 271   "," 688   "," 237   "," 492   "," 191   "," 438   "," 213   "," 396   "," 136   "," 279   "," 141   "," 170   "," 97   "," 299   "," 212   "
2012,"JUTIAPA","B:82","Parasitosis intestinales, sin otra especificación"," 23,012   "," 1   "," 2   "," 4   "," 6   "," 286   "," 246   "," 3,193   "," 3,209   "," 2,582   "," 2,298   "," 1,356   "," 1,041   "," 944   "," 433   "," 922   "," 283   "," 825   "," 250   "," 711   "," 226   "," 682   "," 197   "," 519   "," 173   "," 415   "," 172   "," 343   "," 150   "," 296   "," 108   "," 248   "," 116   "," 186   "," 106   "," 291   "," 192   "
2012,"JUTIAPA","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 22,675   "," 38   "," 37   "," 78   "," 95   "," 1,000   "," 1,091   "," 2,654   "," 2,763   "," 1,529   "," 1,379   "," 987   "," 793   "," 966   "," 442   "," 1,075   "," 333   "," 1,024   "," 273   "," 901   "," 234   "," 785   "," 232   "," 647   "," 215   "," 479   "," 177   "," 407   "," 152   "," 373   "," 160   "," 268   "," 135   "," 210   "," 122   "," 355   "," 266   "
2012,"JUTIAPA","A:06","Amebiasis"," 19,979   "," 3   "," 11   "," 9   "," 15   "," 631   "," 674   "," 3,025   "," 3,157   "," 1,455   "," 1,312   "," 779   "," 624   "," 749   "," 312   "," 772   "," 229   "," 760   "," 264   "," 639   "," 241   "," 654   "," 218   "," 532   "," 174   "," 416   "," 173   "," 352   "," 183   "," 330   "," 139   "," 252   "," 128   "," 194   "," 96   "," 290   "," 187   "
2012,"JUTIAPA","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 17,260   "," 29   "," 30   "," 29   "," 43   "," 1,671   "," 1,898   "," 3,356   "," 3,909   "," 676   "," 678   "," 333   "," 361   "," 369   "," 239   "," 348   "," 217   "," 315   "," 140   "," 271   "," 136   "," 265   "," 144   "," 220   "," 98   "," 154   "," 113   "," 156   "," 82   "," 154   "," 59   "," 137   "," 81   "," 134   "," 60   "," 198   "," 157   "
2012,"JUTIAPA","R:51","Cefalea"," 17,245   "," 2   "," 1   "," 1   "," -     "," 24   "," 16   "," 110   "," 103   "," 277   "," 180   "," 777   "," 330   "," 1,580   "," 256   "," 1,925   "," 230   "," 1,833   "," 232   "," 1,539   "," 178   "," 1,391   "," 198   "," 1,146   "," 193   "," 836   "," 182   "," 682   "," 171   "," 578   "," 178   "," 498   "," 170   "," 395   "," 151   "," 583   "," 299   "
2012,"JUTIAPA","T:78","Efectos adversos, no clasificados en otra parte"," 12,791   "," 10   "," 8   "," 17   "," 13   "," 361   "," 327   "," 1,098   "," 1,144   "," 792   "," 724   "," 660   "," 449   "," 699   "," 308   "," 671   "," 241   "," 608   "," 193   "," 557   "," 170   "," 543   "," 163   "," 411   "," 106   "," 336   "," 141   "," 292   "," 162   "," 264   "," 120   "," 223   "," 137   "," 180   "," 93   "," 335   "," 235   "
2012,"JUTIAPA","H:10","Conjuntivitis"," 12,740   "," 88   "," 92   "," 80   "," 66   "," 581   "," 605   "," 1,003   "," 1,086   "," 531   "," 535   "," 482   "," 336   "," 484   "," 274   "," 481   "," 255   "," 494   "," 205   "," 472   "," 214   "," 421   "," 256   "," 349   "," 209   "," 265   "," 189   "," 293   "," 170   "," 291   "," 188   "," 278   "," 145   "," 211   "," 147   "," 472   "," 492   "
2012,"JUTIAPA","B:49","Micosis, no especificada"," 12,463   "," 13   "," 15   "," 16   "," 17   "," 235   "," 252   "," 684   "," 665   "," 559   "," 470   "," 586   "," 379   "," 751   "," 353   "," 829   "," 286   "," 789   "," 275   "," 724   "," 271   "," 650   "," 249   "," 554   "," 204   "," 442   "," 178   "," 403   "," 180   "," 311   "," 149   "," 229   "," 101   "," 144   "," 85   "," 242   "," 173   "
2012,"JUTIAPA","I:10","Hipertensión esencial (primaria)"," 11,066   "," 1   "," -     "," 2   "," 1   "," 3   "," 4   "," 19   "," 11   "," 19   "," 12   "," 15   "," 14   "," 45   "," 23   "," 90   "," 29   "," 173   "," 47   "," 210   "," 64   "," 458   "," 85   "," 603   "," 128   "," 801   "," 212   "," 1,048   "," 229   "," 1,020   "," 315   "," 1,334   "," 346   "," 1,016   "," 327   "," 1,491   "," 871   "
2012,"JUTIAPA","M:54","Dorsalgia"," 9,837   "," 1   "," 1   "," -     "," -     "," 8   "," 8   "," 37   "," 38   "," 55   "," 44   "," 148   "," 95   "," 412   "," 182   "," 545   "," 228   "," 739   "," 232   "," 641   "," 217   "," 708   "," 273   "," 632   "," 272   "," 592   "," 263   "," 506   "," 256   "," 422   "," 246   "," 436   "," 267   "," 262   "," 215   "," 441   "," 415   "
2012,"JUTIAPA","T:14","Traumatismo de regiones no especificadas del cuerpo"," 9,277   "," -     "," 5   "," 2   "," 2   "," 35   "," 42   "," 306   "," 461   "," 299   "," 557   "," 335   "," 688   "," 427   "," 925   "," 357   "," 740   "," 242   "," 405   "," 187   "," 380   "," 182   "," 295   "," 175   "," 284   "," 154   "," 222   "," 142   "," 209   "," 127   "," 184   "," 126   "," 165   "," 106   "," 122   "," 175   "," 214   "
2012,"JUTIAPA","G:44","Otros síndromes de cefalea"," 9,250   "," -     "," 1   "," 2   "," 2   "," 16   "," 17   "," 64   "," 64   "," 183   "," 109   "," 473   "," 249   "," 751   "," 174   "," 865   "," 133   "," 925   "," 150   "," 865   "," 138   "," 601   "," 161   "," 539   "," 94   "," 452   "," 87   "," 354   "," 92   "," 318   "," 85   "," 369   "," 96   "," 280   "," 84   "," 291   "," 166   "
2012,"JUTIAPA","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 8,858   "," -     "," -     "," 1   "," -     "," 10   "," 2   "," 30   "," 33   "," 62   "," 56   "," 175   "," 105   "," 434   "," 142   "," 644   "," 140   "," 670   "," 140   "," 641   "," 151   "," 737   "," 194   "," 612   "," 156   "," 554   "," 147   "," 538   "," 163   "," 454   "," 147   "," 410   "," 155   "," 292   "," 175   "," 415   "," 273   "
2012,"JUTIAPA","J:20","Bronquitis aguda"," 8,665   "," 13   "," 32   "," 37   "," 55   "," 699   "," 768   "," 1,524   "," 1,700   "," 559   "," 567   "," 239   "," 260   "," 178   "," 94   "," 157   "," 69   "," 190   "," 43   "," 140   "," 34   "," 145   "," 51   "," 125   "," 34   "," 109   "," 31   "," 109   "," 24   "," 97   "," 27   "," 84   "," 45   "," 85   "," 46   "," 165   "," 130   "
2012,"JUTIAPA","M:13","Otras artritis"," 8,587   "," 1   "," -     "," -     "," -     "," 4   "," 4   "," 20   "," 36   "," 37   "," 39   "," 71   "," 65   "," 172   "," 78   "," 236   "," 98   "," 328   "," 135   "," 438   "," 170   "," 479   "," 225   "," 493   "," 225   "," 556   "," 211   "," 524   "," 255   "," 537   "," 265   "," 453   "," 317   "," 412   "," 273   "," 732   "," 698   "
2012,"JUTIAPA","H:66","Otitis media supurativa y la no especificada"," 6,785   "," 6   "," 14   "," 23   "," 33   "," 287   "," 291   "," 774   "," 736   "," 515   "," 472   "," 312   "," 231   "," 306   "," 166   "," 312   "," 137   "," 263   "," 98   "," 242   "," 86   "," 221   "," 81   "," 156   "," 71   "," 124   "," 73   "," 132   "," 56   "," 96   "," 69   "," 90   "," 50   "," 67   "," 33   "," 77   "," 85   "
2012,"QUETZALTENANGO","J:00","Rinofaringitis aguda [resfriado común]"," 66,937   "," 347   "," 343   "," 835   "," 769   "," 6,242   "," 6,257   "," 10,856   "," 10,735   "," 4,745   "," 4,211   "," 2,234   "," 1,575   "," 2,339   "," 626   "," 2,587   "," 452   "," 2,021   "," 371   "," 1,659   "," 275   "," 1,540   "," 265   "," 943   "," 240   "," 814   "," 184   "," 593   "," 187   "," 449   "," 166   "," 422   "," 173   "," 332   "," 181   "," 590   "," 379   "
2012,"QUETZALTENANGO","J:03","Amigdalitis aguda"," 39,022   "," 41   "," 38   "," 125   "," 133   "," 1,893   "," 2,082   "," 5,638   "," 5,930   "," 3,327   "," 3,115   "," 1,820   "," 1,377   "," 1,662   "," 626   "," 1,874   "," 492   "," 1,586   "," 457   "," 1,356   "," 315   "," 1,152   "," 245   "," 744   "," 215   "," 567   "," 205   "," 441   "," 167   "," 321   "," 126   "," 206   "," 102   "," 148   "," 89   "," 255   "," 152   "
2012,"QUETZALTENANGO","T:14","Traumatismo de regiones no especificadas del cuerpo"," 25,733   "," 3   "," 6   "," 12   "," 9   "," 117   "," 114   "," 794   "," 1,187   "," 1,028   "," 1,614   "," 779   "," 1,378   "," 1,529   "," 2,742   "," 1,055   "," 1,998   "," 757   "," 1,381   "," 697   "," 1,076   "," 553   "," 822   "," 481   "," 665   "," 448   "," 588   "," 549   "," 556   "," 322   "," 416   "," 317   "," 330   "," 229   "," 221   "," 520   "," 440   "
2012,"QUETZALTENANGO","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 21,651   "," 62   "," 90   "," 141   "," 130   "," 1,876   "," 2,071   "," 4,233   "," 4,581   "," 919   "," 960   "," 449   "," 392   "," 622   "," 317   "," 595   "," 220   "," 516   "," 220   "," 449   "," 173   "," 359   "," 188   "," 311   "," 141   "," 241   "," 111   "," 210   "," 100   "," 163   "," 83   "," 154   "," 71   "," 97   "," 71   "," 180   "," 155   "
2012,"QUETZALTENANGO","N:39","Otros trastornos del sistema urinario"," 19,787   "," 13   "," 16   "," 9   "," 12   "," 239   "," 184   "," 904   "," 609   "," 790   "," 356   "," 732   "," 245   "," 2,568   "," 257   "," 2,783   "," 231   "," 2,289   "," 195   "," 1,795   "," 175   "," 1,398   "," 156   "," 948   "," 130   "," 718   "," 103   "," 481   "," 76   "," 336   "," 65   "," 243   "," 64   "," 170   "," 49   "," 313   "," 135   "
2012,"QUETZALTENANGO","K:29","Gastritis y duodenitis"," 19,561   "," 2   "," 6   "," 6   "," 4   "," 42   "," 29   "," 145   "," 89   "," 249   "," 125   "," 512   "," 246   "," 1,606   "," 445   "," 2,142   "," 459   "," 2,052   "," 407   "," 1,867   "," 445   "," 1,670   "," 444   "," 1,242   "," 341   "," 989   "," 305   "," 836   "," 234   "," 548   "," 197   "," 417   "," 182   "," 279   "," 129   "," 565   "," 305   "
2012,"QUETZALTENANGO","B:82","Parasitosis intestinales, sin otra especificación"," 19,170   "," 5   "," 5   "," 12   "," 6   "," 187   "," 158   "," 2,940   "," 2,836   "," 2,712   "," 2,441   "," 1,276   "," 1,024   "," 735   "," 274   "," 748   "," 169   "," 636   "," 136   "," 551   "," 136   "," 457   "," 101   "," 328   "," 77   "," 208   "," 78   "," 197   "," 64   "," 142   "," 61   "," 101   "," 45   "," 103   "," 29   "," 115   "," 77   "
2012,"QUETZALTENANGO","A:06","Amebiasis"," 14,799   "," 6   "," 5   "," 18   "," 10   "," 406   "," 381   "," 2,364   "," 2,376   "," 1,310   "," 1,097   "," 689   "," 496   "," 651   "," 238   "," 794   "," 157   "," 632   "," 135   "," 546   "," 116   "," 444   "," 115   "," 356   "," 94   "," 245   "," 86   "," 203   "," 64   "," 153   "," 58   "," 140   "," 54   "," 81   "," 47   "," 138   "," 94   "
2012,"QUETZALTENANGO","J:96","Insuficiencia respiratoria, no clasificada en otra parte"," 8,662   "," 52   "," 62   "," 94   "," 91   "," 674   "," 723   "," 917   "," 1,160   "," 496   "," 562   "," 212   "," 220   "," 328   "," 262   "," 299   "," 201   "," 224   "," 156   "," 242   "," 132   "," 194   "," 89   "," 155   "," 107   "," 147   "," 83   "," 146   "," 116   "," 109   "," 65   "," 77   "," 54   "," 47   "," 30   "," 63   "," 73   "
2012,"QUETZALTENANGO","R:51","Cefalea"," 8,270   "," -     "," -     "," 1   "," 1   "," 8   "," 7   "," 48   "," 45   "," 134   "," 75   "," 301   "," 139   "," 799   "," 174   "," 1,071   "," 159   "," 942   "," 153   "," 782   "," 130   "," 806   "," 107   "," 471   "," 103   "," 429   "," 95   "," 325   "," 86   "," 225   "," 62   "," 142   "," 36   "," 95   "," 42   "," 190   "," 87   "
2012,"QUETZALTENANGO","J:18","Neumonía, organismo no especificado"," 8,214   "," 162   "," 154   "," 174   "," 155   "," 1,012   "," 1,188   "," 1,384   "," 1,546   "," 402   "," 526   "," 273   "," 232   "," 75   "," 49   "," 58   "," 33   "," 65   "," 25   "," 53   "," 18   "," 58   "," 38   "," 61   "," 23   "," 53   "," 31   "," 36   "," 15   "," 26   "," 32   "," 34   "," 16   "," 37   "," 21   "," 90   "," 59   "
2012,"QUETZALTENANGO","A:04","Otras infecciones intestinales bacterianas"," 8,055   "," 9   "," 11   "," 20   "," 23   "," 716   "," 764   "," 1,763   "," 1,862   "," 484   "," 407   "," 216   "," 199   "," 169   "," 75   "," 207   "," 65   "," 163   "," 58   "," 153   "," 31   "," 136   "," 34   "," 97   "," 30   "," 75   "," 19   "," 48   "," 22   "," 36   "," 7   "," 28   "," 14   "," 20   "," 11   "," 51   "," 32   "
2012,"QUETZALTENANGO","D:64","Otras anemias"," 8,019   "," 2   "," 2   "," 3   "," 4   "," 72   "," 64   "," 347   "," 316   "," 447   "," 346   "," 641   "," 291   "," 859   "," 126   "," 930   "," 78   "," 676   "," 58   "," 563   "," 52   "," 435   "," 62   "," 298   "," 40   "," 221   "," 41   "," 176   "," 34   "," 128   "," 51   "," 116   "," 44   "," 88   "," 56   "," 213   "," 139   "
2012,"QUETZALTENANGO","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 7,607   "," 1   "," 1   "," 1   "," 1   "," 4   "," 12   "," 86   "," 81   "," 88   "," 69   "," 173   "," 79   "," 482   "," 191   "," 648   "," 178   "," 657   "," 142   "," 619   "," 149   "," 624   "," 135   "," 580   "," 120   "," 498   "," 134   "," 378   "," 109   "," 301   "," 113   "," 201   "," 81   "," 148   "," 100   "," 227   "," 196   "
2012,"QUETZALTENANGO","H:66","Otitis media supurativa y la no especificada"," 6,963   "," 8   "," 4   "," 27   "," 25   "," 354   "," 296   "," 871   "," 876   "," 556   "," 594   "," 319   "," 262   "," 351   "," 148   "," 335   "," 122   "," 275   "," 81   "," 256   "," 71   "," 204   "," 60   "," 153   "," 62   "," 128   "," 42   "," 89   "," 45   "," 63   "," 47   "," 43   "," 34   "," 43   "," 15   "," 73   "," 31   "
2012,"QUETZALTENANGO","H:10","Conjuntivitis"," 6,831   "," 75   "," 65   "," 52   "," 55   "," 415   "," 455   "," 733   "," 728   "," 368   "," 398   "," 273   "," 179   "," 319   "," 142   "," 310   "," 92   "," 273   "," 97   "," 234   "," 94   "," 221   "," 89   "," 130   "," 47   "," 114   "," 65   "," 126   "," 53   "," 105   "," 42   "," 56   "," 34   "," 64   "," 54   "," 168   "," 106   "
2012,"QUETZALTENANGO","R:10","Dolor abdominal y pélvico"," 6,593   "," 151   "," 117   "," 104   "," 86   "," 123   "," 118   "," 83   "," 73   "," 102   "," 74   "," 158   "," 72   "," 525   "," 304   "," 486   "," 248   "," 411   "," 198   "," 362   "," 164   "," 388   "," 161   "," 343   "," 124   "," 306   "," 118   "," 238   "," 121   "," 162   "," 84   "," 120   "," 98   "," 81   "," 64   "," 123   "," 103   "
2012,"QUETZALTENANGO","L:30","Otras dermatitis"," 5,432   "," 47   "," 42   "," 85   "," 90   "," 392   "," 397   "," 714   "," 667   "," 341   "," 317   "," 235   "," 138   "," 289   "," 134   "," 207   "," 67   "," 165   "," 62   "," 143   "," 56   "," 132   "," 52   "," 106   "," 43   "," 87   "," 29   "," 72   "," 40   "," 35   "," 35   "," 27   "," 33   "," 31   "," 26   "," 46   "," 50   "
2012,"QUETZALTENANGO","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 5,250   "," 27   "," 22   "," 57   "," 53   "," 562   "," 558   "," 796   "," 860   "," 317   "," 311   "," 169   "," 100   "," 177   "," 46   "," 202   "," 36   "," 173   "," 23   "," 122   "," 26   "," 127   "," 17   "," 90   "," 30   "," 54   "," 20   "," 50   "," 20   "," 34   "," 17   "," 27   "," 13   "," 32   "," 23   "," 41   "," 18   "
2012,"QUETZALTENANGO","I:10","Hipertensión esencial (primaria)"," 4,932   "," 1   "," -     "," -     "," -     "," -     "," 2   "," 2   "," 1   "," 2   "," 3   "," 10   "," 1   "," 144   "," 59   "," 137   "," 50   "," 147   "," 50   "," 178   "," 73   "," 224   "," 69   "," 365   "," 121   "," 325   "," 106   "," 388   "," 164   "," 366   "," 139   "," 340   "," 127   "," 285   "," 131   "," 551   "," 371   "
2012,"QUICHE","J:00","Rinofaringitis aguda [resfriado común]"," 120,471   "," 587   "," 516   "," 1,061   "," 1,096   "," 10,272   "," 10,240   "," 19,674   "," 19,145   "," 8,848   "," 7,927   "," 4,524   "," 3,384   "," 4,115   "," 1,527   "," 4,636   "," 1,192   "," 3,502   "," 994   "," 2,790   "," 764   "," 2,794   "," 720   "," 1,632   "," 588   "," 1,460   "," 498   "," 1,100   "," 411   "," 875   "," 391   "," 666   "," 327   "," 490   "," 307   "," 806   "," 612   "
2012,"QUICHE","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 59,134   "," 110   "," 106   "," 242   "," 204   "," 5,748   "," 6,536   "," 12,174   "," 13,790   "," 2,462   "," 2,487   "," 1,226   "," 1,027   "," 1,229   "," 572   "," 1,464   "," 527   "," 1,098   "," 485   "," 1,051   "," 424   "," 968   "," 403   "," 666   "," 329   "," 642   "," 244   "," 494   "," 197   "," 385   "," 188   "," 322   "," 163   "," 275   "," 142   "," 454   "," 300   "
2012,"QUICHE","B:82","Parasitosis intestinales, sin otra especificación"," 40,641   "," 13   "," 10   "," 17   "," 9   "," 443   "," 372   "," 6,245   "," 6,198   "," 6,174   "," 5,159   "," 2,977   "," 2,234   "," 1,517   "," 672   "," 1,290   "," 411   "," 1,057   "," 385   "," 853   "," 326   "," 867   "," 259   "," 569   "," 258   "," 514   "," 187   "," 321   "," 146   "," 265   "," 88   "," 192   "," 100   "," 117   "," 108   "," 164   "," 124   "
2012,"QUICHE","K:29","Gastritis y duodenitis"," 40,224   "," 6   "," 3   "," 4   "," 2   "," 44   "," 45   "," 189   "," 191   "," 365   "," 223   "," 1,059   "," 470   "," 3,399   "," 762   "," 4,440   "," 1,096   "," 3,969   "," 1,132   "," 3,666   "," 898   "," 3,923   "," 1,021   "," 2,392   "," 854   "," 2,472   "," 637   "," 1,472   "," 538   "," 1,211   "," 427   "," 805   "," 300   "," 564   "," 237   "," 886   "," 522   "
2012,"QUICHE","J:03","Amigdalitis aguda"," 38,483   "," 27   "," 31   "," 52   "," 55   "," 1,076   "," 1,281   "," 3,978   "," 4,277   "," 2,904   "," 2,718   "," 2,105   "," 1,642   "," 2,175   "," 1,073   "," 2,395   "," 825   "," 1,970   "," 678   "," 1,524   "," 555   "," 1,545   "," 545   "," 982   "," 344   "," 866   "," 278   "," 591   "," 237   "," 440   "," 172   "," 260   "," 121   "," 198   "," 104   "," 252   "," 207   "
2012,"QUICHE","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 32,161   "," 124   "," 151   "," 216   "," 220   "," 2,920   "," 2,973   "," 4,819   "," 4,989   "," 2,131   "," 1,939   "," 1,078   "," 882   "," 1,075   "," 477   "," 1,164   "," 484   "," 915   "," 361   "," 821   "," 273   "," 791   "," 258   "," 530   "," 205   "," 443   "," 156   "," 306   "," 122   "," 260   "," 102   "," 231   "," 94   "," 145   "," 98   "," 237   "," 171   "
2012,"QUICHE","N:39","Otros trastornos del sistema urinario"," 27,850   "," 12   "," 13   "," 7   "," 10   "," 172   "," 169   "," 1,022   "," 680   "," 917   "," 456   "," 899   "," 414   "," 3,041   "," 452   "," 4,053   "," 461   "," 2,962   "," 417   "," 2,562   "," 325   "," 2,397   "," 380   "," 1,399   "," 282   "," 1,234   "," 233   "," 665   "," 191   "," 484   "," 153   "," 283   "," 141   "," 220   "," 135   "," 366   "," 243   "
2012,"QUICHE","R:51","Cefalea"," 25,548   "," 7   "," 4   "," 8   "," 5   "," 60   "," 55   "," 214   "," 169   "," 393   "," 240   "," 938   "," 422   "," 2,389   "," 556   "," 3,290   "," 607   "," 2,771   "," 511   "," 2,299   "," 359   "," 2,718   "," 459   "," 1,374   "," 364   "," 1,607   "," 270   "," 823   "," 241   "," 734   "," 162   "," 426   "," 153   "," 275   "," 120   "," 363   "," 162   "
2012,"QUICHE","A:06","Amebiasis"," 25,027   "," 6   "," 2   "," 16   "," 11   "," 490   "," 539   "," 3,163   "," 3,428   "," 2,119   "," 1,769   "," 1,330   "," 900   "," 1,354   "," 465   "," 1,372   "," 373   "," 1,171   "," 430   "," 934   "," 289   "," 1,035   "," 327   "," 592   "," 277   "," 527   "," 230   "," 357   "," 168   "," 320   "," 143   "," 204   "," 109   "," 131   "," 80   "," 220   "," 146   "
2012,"QUICHE","J:18","Neumonía, organismo no especificado"," 20,718   "," 103   "," 98   "," 178   "," 260   "," 2,578   "," 3,092   "," 4,361   "," 4,593   "," 729   "," 762   "," 289   "," 261   "," 279   "," 152   "," 268   "," 94   "," 228   "," 94   "," 239   "," 102   "," 195   "," 79   "," 126   "," 65   "," 149   "," 71   "," 154   "," 62   "," 162   "," 60   "," 128   "," 82   "," 103   "," 59   "," 253   "," 210   "
2012,"QUICHE","H:10","Conjuntivitis"," 15,809   "," 112   "," 129   "," 112   "," 82   "," 806   "," 834   "," 1,382   "," 1,545   "," 953   "," 827   "," 629   "," 479   "," 689   "," 375   "," 657   "," 352   "," 534   "," 303   "," 574   "," 281   "," 543   "," 237   "," 432   "," 211   "," 460   "," 176   "," 341   "," 150   "," 243   "," 138   "," 235   "," 150   "," 163   "," 97   "," 322   "," 256   "
2012,"QUICHE","D:64","Otras anemias"," 13,878   "," -     "," 2   "," 2   "," 1   "," 70   "," 69   "," 368   "," 330   "," 703   "," 452   "," 864   "," 345   "," 1,590   "," 226   "," 1,643   "," 212   "," 1,269   "," 144   "," 956   "," 93   "," 1,191   "," 86   "," 622   "," 100   "," 595   "," 110   "," 375   "," 104   "," 343   "," 67   "," 234   "," 78   "," 173   "," 64   "," 228   "," 169   "
2012,"QUICHE","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 10,886   "," 1   "," 1   "," 2   "," -     "," 19   "," 12   "," 74   "," 75   "," 102   "," 97   "," 240   "," 147   "," 628   "," 279   "," 854   "," 380   "," 772   "," 330   "," 808   "," 248   "," 909   "," 291   "," 719   "," 285   "," 655   "," 228   "," 524   "," 219   "," 429   "," 221   "," 286   "," 158   "," 210   "," 164   "," 274   "," 245   "
2012,"QUICHE","J:02","Faringitis aguda"," 10,121   "," 32   "," 20   "," 27   "," 41   "," 488   "," 538   "," 1,297   "," 1,299   "," 746   "," 618   "," 473   "," 332   "," 552   "," 209   "," 534   "," 163   "," 469   "," 142   "," 385   "," 109   "," 333   "," 91   "," 221   "," 73   "," 213   "," 54   "," 126   "," 65   "," 118   "," 47   "," 72   "," 52   "," 40   "," 25   "," 67   "," 50   "
2012,"QUICHE","T:78","Efectos adversos, no clasificados en otra parte"," 10,031   "," 11   "," 23   "," 37   "," 22   "," 450   "," 514   "," 944   "," 966   "," 592   "," 532   "," 554   "," 426   "," 689   "," 345   "," 644   "," 226   "," 461   "," 178   "," 353   "," 148   "," 382   "," 143   "," 222   "," 120   "," 200   "," 93   "," 130   "," 74   "," 95   "," 58   "," 84   "," 45   "," 54   "," 61   "," 80   "," 75   "
2012,"QUICHE","L:30","Otras dermatitis"," 9,881   "," 79   "," 52   "," 84   "," 84   "," 652   "," 713   "," 1,163   "," 1,151   "," 736   "," 636   "," 582   "," 390   "," 550   "," 330   "," 416   "," 184   "," 323   "," 157   "," 247   "," 108   "," 222   "," 92   "," 117   "," 87   "," 140   "," 63   "," 76   "," 63   "," 70   "," 49   "," 55   "," 31   "," 35   "," 33   "," 71   "," 40   "
2012,"QUICHE","M:25","Otros trastornos articulares, no clasificados en otra parte"," 9,703   "," -     "," -     "," 2   "," 1   "," 12   "," 4   "," 42   "," 41   "," 74   "," 61   "," 169   "," 109   "," 453   "," 218   "," 645   "," 255   "," 632   "," 285   "," 617   "," 201   "," 796   "," 237   "," 673   "," 290   "," 670   "," 218   "," 467   "," 241   "," 413   "," 191   "," 332   "," 198   "," 245   "," 160   "," 431   "," 320   "
